division,date,home_team,away_team,ft_home_goals,ft_away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,odds_home,odds_draw,odds_away
4,2017-04-09,St Etienne,Nantes,1,1,2,0,1,3,02.07,3.27,4.24
4,2017-04-09,Toulouse,Marseille,0,0,2,0,0,2,2.93,3.4,2.57
4,2017-04-14,Angers,Paris SG,0,2,3,0,1,3,11.09,5.64,1.32
4,2017-04-15,Guingamp,Toulouse,2,1,1,0,0,2,2.18,3.37,3.63
4,2017-04-15,Metz,Caen,2,2,2,0,0,2,2.55,3.22,3.1
4,2017-04-15,Monaco,Dijon,2,1,1,0,1,3,1.27,6.85,11.09
4,2017-04-15,Montpellier,Lorient,2,0,1,2,0,1,1.92,3.73,4.25
4,2017-04-15,Nice,Nancy,3,1,1,1,1,2,1.68,3.74,6.19
4,2017-04-15,Rennes,Lille,2,0,1,2,0,1,2.41,03.08,3.51
4,2017-04-16,Marseille,St Etienne,4,0,1,2,0,1,1.85,3.64,4.77
4,2017-04-16,Nantes,Bordeaux,0,1,3,0,0,2,2.56,3.34,2.98
4,2017-04-18,Metz,Paris SG,2,3,3,0,2,3,18.47,08.09,1.18
4,2017-04-21,Nancy,Marseille,0,0,2,0,0,2,3.83,3.62,02.07
4,2017-04-22,Bordeaux,Bastia,2,0,1,0,0,2,1.39,4.83,10.02
4,2017-04-22,Caen,Nantes,0,2,3,0,2,3,2.57,3.19,3.11
4,2017-04-22,Dijon,Angers,3,2,1,3,0,1,2.23,3.3,3.66
4,2017-04-22,Lille,Guingamp,3,0,1,2,0,1,1.93,3.54,4.42
4,2017-04-22,Lorient,Metz,5,1,1,1,1,2,1.75,3.95,4.95
4,2017-04-22,Paris SG,Montpellier,2,0,1,1,0,1,1.18,8.64,15.29
4,2017-04-23,Lyon,Monaco,1,2,3,0,2,3,2.69,3.67,2.62
4,2017-04-23,St Etienne,Rennes,1,1,2,1,1,2,2.11,3.24,4.12
4,2017-04-23,Toulouse,Nice,1,1,2,0,0,2,2.67,3.17,2.99
4,2017-04-28,Angers,Lyon,1,2,3,0,2,3,3.54,3.63,2.14
4,2017-04-29,Guingamp,St Etienne,0,2,3,0,0,2,2.49,03.07,3.36
4,2017-04-29,Metz,Nancy,2,1,1,1,1,2,2.68,3.17,3
4,2017-04-29,Monaco,Toulouse,3,1,1,0,0,2,1.27,6.49,11.66
4,2017-04-29,Montpellier,Lille,0,3,3,0,1,3,02.09,3.45,3.91
4,2017-04-29,Nantes,Lorient,1,0,1,0,0,2,02.04,3.58,3.91
4,2017-04-30,Caen,Marseille,1,5,3,1,3,3,3.81,3.65,02.06
4,2017-04-30,Dijon,Bordeaux,0,0,2,0,0,2,3.25,3.51,2.31
4,2017-04-30,Nice,Paris SG,3,1,1,1,0,1,06.08,4.41,1.58
4,2017-05-05,St Etienne,Bordeaux,2,2,2,1,1,2,2.71,3.18,2.96
4,2017-05-06,Guingamp,Dijon,4,0,1,1,0,1,2.14,3.69,3.48
4,2017-05-06,Lille,Metz,0,2,3,0,1,3,1.69,3.96,5.49
4,2017-05-06,Lorient,Angers,1,1,2,0,0,2,2.21,3.59,3.4
4,2017-05-06,Nancy,Monaco,0,3,3,0,2,3,7.42,4.56,1.49
4,2017-05-06,Paris SG,Bastia,5,0,1,2,0,1,1.12,10.55,24.12
4,2017-05-06,Toulouse,Caen,0,1,3,0,0,2,2.19,3.46,3.58
4,2017-05-07,Lyon,Nantes,3,2,1,0,1,3,1.7,4.1,5.21
4,2017-05-07,Marseille,Nice,2,1,1,1,0,1,1.96,3.74,04.01
4,2017-05-07,Rennes,Montpellier,1,0,1,0,0,2,2.36,3.42,3.23
4,2017-05-14,Bastia,Lorient,2,0,1,0,0,2,3.15,3.48,2.38
4,2017-05-14,Bordeaux,Marseille,1,1,2,1,0,1,2.48,3.61,2.9
4,2017-05-14,Caen,Rennes,0,1,3,0,0,2,1.85,3.66,4.74
4,2017-05-14,Dijon,Nancy,2,0,1,0,0,2,02.01,3.62,3.98
4,2017-05-14,Metz,Toulouse,1,1,2,0,1,3,2.61,3.36,2.91
4,2017-05-14,Monaco,Lille,4,0,1,2,0,1,1.19,8.7,15
4,2017-05-14,Montpellier,Lyon,1,3,3,1,2,3,3.19,3.43,2.38
4,2017-05-14,Nantes,Guingamp,4,1,1,1,0,1,02.05,3.52,3.95
4,2017-05-14,Nice,Angers,0,2,3,0,1,3,1.76,3.96,4.94
4,2017-05-14,St Etienne,Paris SG,0,5,3,0,2,3,8.85,5.26,1.38
4,2017-05-17,Monaco,St Etienne,2,0,1,1,0,1,1.22,7.46,13.5
4,2017-05-20,Angers,Montpellier,2,0,1,0,0,2,2.11,3.6,3.66
4,2017-05-20,Guingamp,Metz,1,0,1,1,0,1,1.68,04.09,5.35
4,2017-05-20,Lille,Nantes,3,0,1,1,0,1,2.45,3.56,2.98
4,2017-05-20,Lorient,Bordeaux,1,1,2,0,1,3,2.49,3.79,2.79
4,2017-05-20,Lyon,Nice,3,3,2,1,1,2,1.61,4.61,5.22
4,2017-05-20,Marseille,Bastia,1,0,1,0,0,2,1.32,5.89,10.02
4,2017-05-20,Nancy,St Etienne,3,1,1,1,0,1,2.11,3.66,3.59
4,2017-05-20,Paris SG,Caen,1,1,2,1,0,1,1.2,08.01,15.44
4,2017-05-20,Rennes,Monaco,2,3,3,0,1,3,3.53,3.8,02.09
4,2017-05-20,Toulouse,Dijon,0,0,2,0,0,2,2.55,3.43,2.93
1,2016-08-20,Juventus,Fiorentina,2,1,1,1,0,1,1.51,4.26,8.24
1,2016-08-20,Roma,Udinese,4,0,1,0,0,2,1.5,4.56,7.6
1,2016-08-21,Atalanta,Lazio,3,4,3,0,3,3,3.2,3.27,2.49
1,2016-08-21,Bologna,Crotone,1,0,1,0,0,2,1.91,3.39,4.95
1,2016-08-21,Chievo,Inter,2,0,1,0,0,2,3.9,3.35,2.15
1,2016-08-21,Empoli,Sampdoria,0,1,3,0,1,3,2.37,3.29,3.4
1,2016-08-21,Genoa,Cagliari,3,1,1,0,0,2,02.06,3.52,3.99
1,2016-08-21,Milan,Torino,3,2,1,1,0,1,1.92,3.54,4.64
1,2016-08-21,Palermo,Sassuolo,0,1,3,0,1,3,3.18,3.22,2.54
1,2016-08-21,Pescara,Napoli,2,2,2,2,0,1,8.18,4.52,1.48
1,2016-08-27,Lazio,Juventus,0,1,3,0,0,2,5.18,3.5,1.85
1,2016-08-27,Napoli,Milan,4,2,1,2,0,1,1.7,04.05,5.36
1,2016-08-28,Cagliari,Roma,2,2,2,0,1,3,4.75,3.84,1.82
1,2016-08-28,Crotone,Genoa,1,3,3,1,0,1,4.55,3.47,1.95
1,2016-08-28,Fiorentina,Chievo,1,0,1,1,0,1,1.65,3.83,6.49
1,2016-08-28,Inter,Palermo,1,1,2,0,0,2,1.36,5.33,10.1
1,2016-08-28,Sampdoria,Atalanta,2,1,1,2,1,1,2.24,3.33,3.65
1,2016-08-28,Torino,Bologna,5,1,1,2,1,1,1.87,3.56,4.91
1,2016-08-28,Udinese,Empoli,2,0,1,1,0,1,2.11,3.28,4.13
1,2016-09-10,Juventus,Sassuolo,3,1,1,3,1,1,1.33,5.41,12.23
1,2016-09-10,Palermo,Napoli,0,3,3,0,0,2,9.44,5.43,1.37
1,2016-09-11,Atalanta,Torino,2,1,1,0,0,2,2.68,3.27,2.93
1,2016-09-11,Bologna,Cagliari,2,1,1,1,0,1,2.18,3.29,3.89
1,2016-09-11,Chievo,Lazio,1,1,2,0,0,2,3.19,3.2,2.54
1,2016-09-11,Milan,Udinese,0,1,3,0,0,2,1.71,04.03,5.32
1,2016-09-11,Pescara,Inter,1,2,3,0,0,2,4.9,3.89,1.79
1,2016-09-11,Roma,Sampdoria,3,2,1,1,2,3,1.36,5.42,9.86
1,2016-09-12,Empoli,Crotone,2,1,1,1,1,2,1.63,04.05,6.22
1,2016-09-16,Sampdoria,Milan,0,1,3,0,0,2,3.11,3.43,2.46
1,2016-09-17,Lazio,Pescara,3,0,1,0,0,2,1.54,4.58,6.62
1,2016-09-17,Napoli,Bologna,3,1,1,1,0,1,1.26,6.45,13.9
1,2016-09-18,Cagliari,Atalanta,3,0,1,1,0,1,2.67,3.22,2.99
1,2016-09-18,Crotone,Palermo,1,1,2,1,0,1,3.11,3.18,2.6
1,2016-09-18,Fiorentina,Roma,1,0,1,0,0,2,2.89,3.47,2.59
1,2016-09-18,Inter,Juventus,2,1,1,0,0,2,4.32,3.45,2
1,2016-09-18,Sassuolo,Genoa,2,0,1,0,0,2,2.23,3.37,3.57
1,2016-09-18,Torino,Empoli,0,0,2,0,0,2,1.85,3.55,05.06
1,2016-09-18,Udinese,Chievo,1,2,3,1,0,1,2.1,3.25,4.22
1,2016-09-20,Milan,Lazio,2,0,1,1,0,1,2.23,3.49,3.5
1,2016-09-21,Atalanta,Palermo,0,1,3,0,0,2,1.65,3.99,6.21
1,2016-09-21,Bologna,Sampdoria,2,0,1,1,0,1,2.42,3.25,3.35
1,2016-09-21,Chievo,Sassuolo,2,1,1,2,1,1,2.46,3.17,3.35
1,2016-09-21,Empoli,Inter,0,2,3,0,2,3,4.41,3.5,1.97
1,2016-09-21,Genoa,Napoli,0,0,2,0,0,2,5.24,3.85,1.76
1,2016-09-21,Juventus,Cagliari,4,0,1,3,0,1,1.18,8,20.84
1,2016-09-21,Pescara,Torino,0,0,2,0,0,2,3.22,3.4,2.41
1,2016-09-21,Roma,Crotone,4,0,1,2,0,1,1.14,9.37,24.04
1,2016-09-21,Udinese,Fiorentina,2,2,2,2,1,1,3.42,3.27,2.37
1,2016-09-24,Napoli,Chievo,2,0,1,2,0,1,1.35,5.34,10.7
1,2016-09-24,Palermo,Juventus,0,1,3,0,0,2,11.73,5.64,1.32
1,2016-09-25,Fiorentina,Milan,0,0,2,0,0,2,2.3,3.39,3.44
1,2016-09-25,Genoa,Pescara,1,1,2,0,0,2,1.7,3.98,5.54
1,2016-09-25,Inter,Bologna,1,1,2,1,1,2,1.44,4.79,8.69
1,2016-09-25,Lazio,Empoli,2,0,1,1,0,1,1.51,4.4,7.73
1,2016-09-25,Sassuolo,Udinese,1,0,1,1,0,1,02.04,3.36,4.3
1,2016-09-25,Torino,Roma,3,1,1,1,0,1,3.67,3.66,2.11
1,2016-09-26,Cagliari,Sampdoria,2,1,1,1,0,1,2.3,3.37,3.46
1,2016-09-26,Crotone,Atalanta,1,3,3,0,3,3,4.57,3.58,1.92
1,2016-10-01,Pescara,Chievo,0,2,3,0,0,2,2.73,3.1,03.02
1,2016-10-01,Udinese,Lazio,0,3,3,0,1,3,3.12,3.4,2.47
1,2016-10-02,Atalanta,Napoli,1,0,1,1,0,1,6.35,4.21,1.6
1,2016-10-02,Bologna,Genoa,0,1,3,0,0,2,2.32,3.15,3.69
1,2016-10-02,Cagliari,Crotone,2,1,1,1,0,1,1.51,4.32,7.8
1,2016-10-02,Empoli,Juventus,0,3,3,0,0,2,11.86,5.76,1.31
1,2016-10-02,Milan,Sassuolo,4,3,1,1,1,2,1.63,04.04,6.32
1,2016-10-02,Roma,Inter,2,1,1,1,0,1,1.97,3.59,4.29
1,2016-10-02,Sampdoria,Palermo,1,1,2,0,0,2,1.7,3.75,5.97
1,2016-10-02,Torino,Fiorentina,2,1,1,1,0,1,2.45,3.3,3.23
1,2016-10-15,Juventus,Udinese,2,1,1,1,1,2,1.23,07.03,15.57
1,2016-10-15,Napoli,Roma,1,3,3,0,1,3,2,3.66,04.05
1,2016-10-15,Pescara,Sampdoria,1,1,2,1,1,2,2.41,3.4,3.21
1,2016-10-16,Chievo,Milan,1,3,3,0,1,3,2.89,3.11,2.83
1,2016-10-16,Fiorentina,Atalanta,0,0,2,0,0,2,1.74,3.89,5.29
1,2016-10-16,Genoa,Empoli,0,0,2,0,0,2,1.83,3.65,05.02
1,2016-10-16,Inter,Cagliari,1,2,3,0,0,2,1.42,4.74,9.61
1,2016-10-16,Lazio,Bologna,1,1,2,0,1,3,1.53,4.26,7.52
1,2016-10-16,Sassuolo,Crotone,2,1,1,0,1,3,1.45,4.63,8.72
1,2016-10-17,Palermo,Torino,1,4,3,1,3,3,4.28,3.46,02.01
1,2016-10-22,Milan,Juventus,1,0,1,0,0,2,4.79,3.59,1.88
1,2016-10-22,Sampdoria,Genoa,2,1,1,1,1,2,3.13,3.19,2.59
1,2016-10-23,Atalanta,Inter,2,1,1,1,0,1,3.51,3.34,2.29
1,2016-10-23,Bologna,Sassuolo,1,1,2,1,0,1,2.7,03.02,3.15
1,2016-10-23,Cagliari,Fiorentina,3,5,3,1,4,3,3.28,3.35,2.4
1,2016-10-23,Crotone,Napoli,1,2,3,0,2,3,15.45,6.46,1.25
1,2016-10-23,Empoli,Chievo,0,0,2,0,0,2,2.65,03.03,3.2
1,2016-10-23,Roma,Palermo,4,1,1,1,0,1,1.18,8.31,18.56
1,2016-10-23,Torino,Lazio,2,2,2,1,0,1,2.24,3.52,3.46
1,2016-10-23,Udinese,Pescara,3,1,1,1,0,1,1.89,3.6,4.67
1,2016-10-25,Genoa,Milan,3,0,1,1,0,1,2.8,3.35,2.74
1,2016-10-26,Chievo,Bologna,1,1,2,0,0,2,2.14,3.22,4.13
1,2016-10-26,Fiorentina,Crotone,1,1,2,0,1,3,1.27,6.44,13.21
1,2016-10-26,Inter,Torino,2,1,1,1,0,1,1.98,3.57,4.26
1,2016-10-26,Juventus,Sampdoria,4,1,1,2,0,1,1.21,7.18,17.5
1,2016-10-26,Lazio,Cagliari,4,1,1,3,0,1,1.52,4.51,7.18
1,2016-10-26,Napoli,Empoli,2,0,1,0,0,2,1.3,5.72,13.2
1,2016-10-26,Pescara,Atalanta,0,1,3,0,0,2,2.97,3.23,2.68
1,2016-10-26,Sassuolo,Roma,1,3,3,1,0,1,4.33,3.69,1.93
1,2016-10-27,Palermo,Udinese,1,3,3,1,1,2,2.97,3.29,2.64
1,2016-10-29,Bologna,Fiorentina,0,1,3,0,1,3,3.4,3.22,2.41
1,2016-10-29,Juventus,Napoli,2,1,1,0,0,2,1.85,3.57,4.96
1,2016-10-30,Atalanta,Genoa,3,0,1,2,0,1,2.32,3.25,3.55
1,2016-10-30,Crotone,Chievo,2,0,1,1,0,1,3.72,3.22,2.24
1,2016-10-30,Empoli,Roma,0,0,2,0,0,2,6.39,4.22,1.6
1,2016-10-30,Lazio,Sassuolo,2,1,1,0,0,2,1.64,4.25,5.75
1,2016-10-30,Milan,Pescara,1,0,1,0,0,2,1.44,4.85,8.51
1,2016-10-30,Sampdoria,Inter,1,0,1,1,0,1,3.67,3.47,2.18
1,2016-10-31,Cagliari,Palermo,2,1,1,0,0,2,1.77,3.96,4.94
1,2016-10-31,Udinese,Torino,2,2,2,0,1,3,3,3.29,2.62
1,2016-11-05,Napoli,Lazio,1,1,2,0,0,2,1.7,3.98,5.5
1,2016-11-05,Torino,Cagliari,5,1,1,3,1,1,1.58,4.38,6.29
1,2016-11-06,Chievo,Juventus,1,2,3,0,0,2,8.91,4.25,1.49
1,2016-11-06,Fiorentina,Sampdoria,1,1,2,1,0,1,1.6,4.17,6.38
1,2016-11-06,Genoa,Udinese,1,1,2,1,1,2,1.92,3.45,4.78
1,2016-11-06,Inter,Crotone,3,0,1,0,0,2,1.26,6.46,14.4
1,2016-11-06,Palermo,Milan,1,2,3,0,1,3,5.8,3.92,1.69
1,2016-11-06,Pescara,Empoli,0,4,3,0,3,3,2.37,3.33,3.37
1,2016-11-06,Roma,Bologna,3,0,1,1,0,1,1.28,6.41,12.42
1,2016-11-06,Sassuolo,Atalanta,0,3,3,0,3,3,2.51,3.24,3.2
1,2016-11-19,Chievo,Cagliari,1,0,1,0,0,2,1.99,3.56,4.24
1,2016-11-19,Juventus,Pescara,3,0,1,1,0,1,1.17,8.82,18.1
1,2016-11-19,Udinese,Napoli,1,2,3,0,0,2,4.99,3.86,1.78
1,2016-11-20,Atalanta,Roma,2,1,1,0,1,3,3.76,3.73,02.06
1,2016-11-20,Bologna,Palermo,3,1,1,1,1,2,1.78,3.7,5.33
1,2016-11-20,Crotone,Torino,0,2,3,0,0,2,5.12,3.92,1.76
1,2016-11-20,Empoli,Fiorentina,0,4,3,0,1,3,3.87,3.37,2.15
1,2016-11-20,Lazio,Genoa,3,1,1,1,0,1,1.75,3.85,5.35
1,2016-11-20,Milan,Inter,2,2,2,1,0,1,2.89,3.2,2.76
1,2016-11-20,Sampdoria,Sassuolo,3,2,1,0,0,2,2.17,3.42,3.75
1,2016-11-26,Empoli,Milan,1,4,3,1,1,2,04.07,3.39,02.08
1,2016-11-26,Torino,Chievo,2,1,1,2,0,1,1.81,3.66,5.12
1,2016-11-27,Bologna,Atalanta,0,2,3,0,1,3,03.08,3.34,2.53
1,2016-11-27,Cagliari,Udinese,2,1,1,1,0,1,2.48,3.44,03.06
1,2016-11-27,Crotone,Sampdoria,1,1,2,1,0,1,3.37,3.47,2.3
1,2016-11-27,Genoa,Juventus,3,1,1,3,0,1,6.75,3.96,1.61
1,2016-11-27,Palermo,Lazio,0,1,3,0,1,3,5.7,04.02,1.68
1,2016-11-27,Roma,Pescara,3,2,1,2,0,1,1.21,08.04,14.89
1,2016-11-28,Inter,Fiorentina,4,2,1,3,1,1,02.03,3.54,04.07
1,2016-11-28,Napoli,Sassuolo,1,1,2,1,0,1,1.31,6.18,10.46
1,2016-12-02,Napoli,Inter,3,0,1,2,0,1,1.85,3.91,4.45
1,2016-12-03,Juventus,Atalanta,3,1,1,2,0,1,1.41,4.79,9.58
1,2016-12-04,Fiorentina,Palermo,2,1,1,1,0,1,1.3,5.99,11.58
1,2016-12-04,Lazio,Roma,0,2,3,0,0,2,03.09,3.39,2.49
1,2016-12-04,Milan,Crotone,2,1,1,1,1,2,1.32,5.76,11.04
1,2016-12-04,Pescara,Cagliari,1,1,2,0,1,3,2.44,3.57,03.03
1,2016-12-04,Sampdoria,Torino,2,0,1,0,0,2,2.7,3.4,2.81
1,2016-12-04,Sassuolo,Empoli,3,0,1,2,0,1,1.85,3.59,4.93
1,2016-12-05,Chievo,Genoa,0,0,2,0,0,2,2.61,3.12,3.17
1,2016-12-05,Udinese,Bologna,1,0,1,0,0,2,02.06,3.39,4.18
1,2016-12-10,Crotone,Pescara,2,1,1,1,0,1,2.69,3.33,2.87
1,2016-12-10,Sampdoria,Lazio,1,2,3,0,2,3,3.11,3.47,2.44
1,2016-12-11,Atalanta,Udinese,1,3,3,0,1,3,1.75,3.74,5.51
1,2016-12-11,Bologna,Empoli,0,0,2,0,0,2,2.13,3.3,04.03
1,2016-12-11,Cagliari,Napoli,0,5,3,0,2,3,6.55,4.49,1.55
1,2016-12-11,Inter,Genoa,2,0,1,1,0,1,1.69,04.01,5.61
1,2016-12-11,Palermo,Chievo,0,2,3,0,1,3,2.96,3.15,2.74
1,2016-12-11,Torino,Juventus,1,3,3,1,1,2,4.56,3.64,1.9
1,2016-12-12,Fiorentina,Sassuolo,2,1,1,2,0,1,1.62,4.15,6.22
1,2016-12-12,Roma,Milan,1,0,1,0,0,2,1.65,4.28,5.51
1,2016-12-15,Genoa,Fiorentina,1,0,1,1,0,1,2.69,3.23,2.95
1,2016-12-17,Empoli,Cagliari,2,0,1,1,0,1,2.13,3.42,3.87
1,2016-12-17,Juventus,Roma,1,0,1,1,0,1,1.76,3.82,5.31
1,2016-12-17,Milan,Atalanta,0,0,2,0,0,2,02.08,3.45,04.02
1,2016-12-18,Chievo,Sampdoria,2,1,1,2,0,1,2.38,3.26,3.41
1,2016-12-18,Genoa,Palermo,3,4,3,1,1,2,1.57,04.05,7.36
1,2016-12-18,Lazio,Fiorentina,3,1,1,2,0,1,02.01,3.61,04.08
1,2016-12-18,Napoli,Torino,5,3,1,3,0,1,1.49,4.59,7.61
1,2016-12-18,Pescara,Bologna,0,3,3,0,2,3,2.47,3.23,3.28
1,2016-12-18,Sassuolo,Inter,0,1,3,0,0,2,3.79,3.63,02.08
1,2016-12-18,Udinese,Crotone,2,0,1,1,0,1,1.63,04.03,6.3
1,2016-12-20,Atalanta,Empoli,2,1,1,0,0,2,1.55,04.08,7.74
1,2016-12-21,Inter,Lazio,3,0,1,0,0,2,2.13,3.6,3.68
1,2016-12-22,Cagliari,Sassuolo,4,3,1,1,2,3,2.53,3.43,03.02
1,2016-12-22,Fiorentina,Napoli,3,3,2,0,1,3,3.56,3.7,2.13
1,2016-12-22,Palermo,Pescara,1,1,2,1,0,1,2.19,3.33,3.79
1,2016-12-22,Roma,Chievo,3,1,1,1,1,2,1.33,5.7,10.66
1,2016-12-22,Sampdoria,Udinese,0,0,2,0,0,2,2.21,3.42,3.63
1,2016-12-22,Torino,Genoa,1,0,1,0,0,2,1.81,3.86,4.81
1,2017-01-07,Empoli,Palermo,1,0,1,0,0,2,02.08,3.3,4.22
1,2017-01-07,Napoli,Sampdoria,2,1,1,0,1,3,1.28,6.35,12.46
1,2017-01-08,Chievo,Atalanta,1,4,3,0,3,3,2.88,3.12,2.84
1,2017-01-08,Genoa,Roma,0,1,3,0,1,3,4.32,3.72,1.93
1,2017-01-08,Juventus,Bologna,3,0,1,2,0,1,1.21,7.41,17.6
1,2017-01-08,Lazio,Crotone,1,0,1,0,0,2,1.27,6.24,13.33
1,2017-01-08,Milan,Cagliari,1,0,1,0,0,2,1.44,05.06,7.81
1,2017-01-08,Sassuolo,Torino,0,0,2,0,0,2,2.93,3.43,2.58
1,2017-01-08,Udinese,Inter,1,2,3,1,1,2,4.14,3.61,1.97
1,2017-01-14,Crotone,Bologna,0,1,3,0,0,2,03.05,3.14,2.67
1,2017-01-14,Inter,Chievo,3,1,1,0,1,3,1.45,4.63,8.8
1,2017-01-15,Cagliari,Genoa,4,1,1,2,1,1,2.87,3.34,2.69
1,2017-01-15,Fiorentina,Juventus,2,1,1,1,0,1,5.2,3.54,1.83
1,2017-01-15,Lazio,Atalanta,2,1,1,1,1,2,02.04,3.55,04.02
1,2017-01-15,Napoli,Pescara,3,1,1,0,0,2,1.18,8.56,17.45
1,2017-01-15,Sampdoria,Empoli,0,0,2,0,0,2,1.76,3.73,5.44
1,2017-01-15,Sassuolo,Palermo,4,1,1,2,1,1,1.74,3.81,5.51
1,2017-01-15,Udinese,Roma,0,1,3,0,1,3,4.46,3.7,1.9
1,2017-01-16,Torino,Milan,2,2,2,2,0,1,2.38,3.39,3.27
1,2017-01-21,Chievo,Fiorentina,0,3,3,0,1,3,3.47,3.37,2.3
1,2017-01-21,Milan,Napoli,1,2,3,1,2,3,3.75,3.6,2.1
1,2017-01-22,Atalanta,Sampdoria,1,0,1,0,0,2,1.67,3.91,06.09
1,2017-01-22,Bologna,Torino,2,0,1,1,0,1,03.08,3.32,2.54
1,2017-01-22,Empoli,Udinese,1,0,1,0,0,2,2.71,3.13,03.01
1,2017-01-22,Genoa,Crotone,2,2,2,1,0,1,1.58,04.09,6.97
1,2017-01-22,Juventus,Lazio,2,0,1,2,0,1,1.51,4.41,7.65
1,2017-01-22,Palermo,Inter,0,1,3,0,0,2,6.67,4.32,1.56
1,2017-01-22,Pescara,Sassuolo,1,3,3,0,1,3,2.95,3.5,2.53
1,2017-01-22,Roma,Cagliari,1,0,1,0,0,2,1.26,6.9,12
1,2017-01-28,Inter,Pescara,3,0,1,2,0,1,1.23,7.11,15.32
1,2017-01-28,Lazio,Chievo,0,1,3,0,0,2,1.52,4.24,7.84
1,2017-01-29,Cagliari,Bologna,1,1,2,0,0,2,2.5,3.3,3.16
1,2017-01-29,Crotone,Empoli,4,1,1,1,1,2,2.46,3.2,3.33
1,2017-01-29,Fiorentina,Genoa,3,3,2,1,0,1,1.65,04.06,5.95
1,2017-01-29,Napoli,Palermo,1,1,2,0,1,3,1.14,10.3,20.8
1,2017-01-29,Sampdoria,Roma,3,2,1,1,1,2,4.94,04.02,1.76
1,2017-01-29,Sassuolo,Juventus,0,2,3,0,2,3,7.73,4.43,1.51
1,2017-01-29,Torino,Atalanta,1,1,2,1,0,1,2.41,3.4,3.23
1,2017-01-29,Udinese,Milan,2,1,1,1,1,2,3.21,3.38,2.42
1,2017-02-01,Pescara,Fiorentina,1,2,3,1,0,1,4.76,3.7,1.85
1,2017-02-04,Bologna,Napoli,1,7,3,1,4,3,7.56,4.62,1.49
1,2017-02-05,Atalanta,Cagliari,2,0,1,2,0,1,1.47,4.51,8.61
1,2017-02-05,Chievo,Udinese,0,0,2,0,0,2,2.43,3.18,3.4
1,2017-02-05,Empoli,Torino,1,1,2,1,1,2,3.79,3.33,2.19
1,2017-02-05,Genoa,Sassuolo,0,1,3,0,1,3,2.1,3.54,3.84
1,2017-02-05,Juventus,Inter,1,0,1,1,0,1,1.64,4,6.3
1,2017-02-05,Milan,Sampdoria,0,1,3,0,0,2,1.71,3.88,5.59
1,2017-02-05,Palermo,Crotone,1,0,1,1,0,1,2.38,3.27,3.4
1,2017-02-05,Pescara,Lazio,2,6,3,2,2,2,6.55,4.21,1.59
1,2017-02-07,Roma,Fiorentina,4,0,1,1,0,1,1.64,4.35,5.59
1,2017-02-08,Bologna,Milan,0,1,3,0,0,2,3.64,3.26,2.28
1,2017-02-08,Crotone,Juventus,0,2,3,0,0,2,18.2,6.5,1.23
1,2017-02-10,Napoli,Genoa,2,0,1,0,0,2,1.29,6.15,12.05
1,2017-02-11,Fiorentina,Udinese,3,0,1,1,0,1,1.7,04.02,5.42
1,2017-02-12,Cagliari,Juventus,0,2,3,0,1,3,11.53,5.43,1.33
1,2017-02-12,Crotone,Roma,0,2,3,0,1,3,9.18,5.13,1.4
1,2017-02-12,Inter,Empoli,2,0,1,1,0,1,1.37,5.21,10.36
1,2017-02-12,Palermo,Atalanta,1,3,3,1,2,3,5.16,3.78,1.78
1,2017-02-12,Sampdoria,Bologna,3,1,1,0,1,3,1.9,3.67,4.51
1,2017-02-12,Sassuolo,Chievo,1,3,3,1,1,2,1.93,3.54,4.58
1,2017-02-12,Torino,Pescara,5,3,1,3,0,1,1.42,05.07,8.4
1,2017-02-13,Lazio,Milan,1,1,2,1,0,1,1.72,3.94,5.41
1,2017-02-17,Juventus,Palermo,4,1,1,2,0,1,1.17,8.57,21.08
1,2017-02-18,Atalanta,Crotone,1,0,1,0,0,2,1.29,5.95,12.95
1,2017-02-18,Empoli,Lazio,1,2,3,0,0,2,5.57,3.88,1.71
1,2017-02-19,Bologna,Inter,0,1,3,0,0,2,5.24,3.64,1.81
1,2017-02-19,Chievo,Napoli,1,3,3,0,2,3,7.87,4.43,1.5
1,2017-02-19,Milan,Fiorentina,2,1,1,2,1,1,2.24,3.58,3.41
1,2017-02-19,Pescara,Genoa,5,0,1,3,0,1,3.36,3.64,2.23
1,2017-02-19,Roma,Torino,4,1,1,2,0,1,1.44,4.97,7.97
1,2017-02-19,Sampdoria,Cagliari,1,1,2,1,1,2,1.72,4,5.31
1,2017-02-19,Udinese,Sassuolo,1,2,3,1,0,1,2.2,3.36,3.73
1,2017-02-25,Juventus,Empoli,2,0,1,0,0,2,1.14,8.98,29.55
1,2017-02-25,Napoli,Atalanta,0,2,3,0,1,3,1.58,4.28,6.46
1,2017-02-26,Chievo,Pescara,2,0,1,1,0,1,1.88,3.83,4.42
1,2017-02-26,Crotone,Cagliari,1,2,3,1,1,2,2.59,3.3,03.02
1,2017-02-26,Genoa,Bologna,1,1,2,0,0,2,02.04,3.38,4.27
1,2017-02-26,Inter,Roma,1,3,3,0,1,3,2.58,3.47,2.9
1,2017-02-26,Lazio,Udinese,1,0,1,0,0,2,1.46,4.66,8.36
1,2017-02-26,Palermo,Sampdoria,1,1,2,1,0,1,3.24,3.39,2.4
1,2017-02-26,Sassuolo,Milan,0,1,3,0,1,3,2.88,3.48,2.59
1,2017-02-27,Fiorentina,Torino,2,2,2,2,0,1,1.9,3.87,4.25
