division,date,home_team,away_team,ft_home_goals,ft_away_goals,ft_result,ht_home_goals,ht_away_goals,ht_result,odds_home,odds_draw,odds_away
3,2016-09-24,Ein Frankfurt,Hertha,3,3,2,2,1,1,2.41,3.27,3.34
3,2016-09-24,Hamburg,Bayern Munich,0,1,3,0,0,2,16.3,7.19,1.22
3,2016-09-24,Mainz,Leverkusen,2,3,3,2,1,1,2.97,3.65,2.44
3,2016-09-24,M'gladbach,Ingolstadt,2,0,1,1,0,1,1.83,3.81,4.71
3,2016-09-24,Werder Bremen,Wolfsburg,2,1,1,0,0,2,4.1,3.9,1.93
3,2016-09-25,FC Koln,RB Leipzig,1,1,2,1,1,2,2.36,3.43,3.28
3,2016-09-25,Hoffenheim,Schalke 04,2,1,1,2,1,1,2.75,3.73,2.57
3,2016-09-30,RB Leipzig,Augsburg,2,1,1,1,1,2,1.71,3.84,5.66
3,2016-10-01,Bayern Munich,FC Koln,1,1,2,1,0,1,1.17,8.49,21.06
3,2016-10-01,Darmstadt,Werder Bremen,2,2,2,1,0,1,3.15,3.53,2.39
3,2016-10-01,Freiburg,Ein Frankfurt,1,0,1,1,0,1,2.4,3.47,3.16
3,2016-10-01,Hertha,Hamburg,2,0,1,1,0,1,2,3.4,4.41
3,2016-10-01,Ingolstadt,Hoffenheim,1,2,3,0,2,3,02.02,3.64,4
3,2016-10-01,Leverkusen,Dortmund,2,0,1,1,0,1,3.7,3.84,02.04
3,2016-10-02,Schalke 04,M'gladbach,4,0,1,0,0,2,2.3,3.57,3.28
3,2016-10-02,Wolfsburg,Mainz,0,0,2,0,0,2,1.8,04.04,4.61
3,2016-10-14,Dortmund,Hertha,1,1,2,0,0,2,1.39,5.47,8.55
3,2016-10-15,Augsburg,Schalke 04,1,1,2,0,0,2,3.27,3.42,2.37
3,2016-10-15,Ein Frankfurt,Bayern Munich,2,2,2,1,1,2,14.07,06.08,1.27
3,2016-10-15,FC Koln,Ingolstadt,2,1,1,2,0,1,1.79,3.6,5.39
3,2016-10-15,Hoffenheim,Freiburg,2,1,1,1,0,1,2.15,3.73,3.48
3,2016-10-15,M'gladbach,Hamburg,0,0,2,0,0,2,1.68,4.19,5.37
3,2016-10-15,Werder Bremen,Leverkusen,2,1,1,1,1,2,4.63,4.22,1.76
3,2016-10-16,Mainz,Darmstadt,2,1,1,1,0,1,1.54,4.38,7.1
3,2016-10-16,Wolfsburg,RB Leipzig,0,1,3,0,0,2,2.47,3.43,03.09
3,2016-10-21,Hamburg,Ein Frankfurt,0,3,3,0,1,3,2.57,3.36,03.01
3,2016-10-22,Bayern Munich,M'gladbach,2,0,1,2,0,1,1.22,7.52,15.35
3,2016-10-22,Darmstadt,Wolfsburg,3,1,1,1,0,1,4.83,3.77,1.83
3,2016-10-22,Freiburg,Augsburg,2,1,1,0,0,2,2.2,3.33,3.79
3,2016-10-22,Hertha,FC Koln,2,1,1,1,0,1,2.66,3.24,2.98
3,2016-10-22,Ingolstadt,Dortmund,3,3,2,2,0,1,5.96,4.47,1.59
3,2016-10-22,Leverkusen,Hoffenheim,0,3,3,0,1,3,1.54,4.82,6.17
3,2016-10-23,RB Leipzig,Werder Bremen,3,1,1,1,0,1,1.53,4.6,6.79
3,2016-10-23,Schalke 04,Mainz,3,0,1,1,0,1,1.97,3.76,04.06
3,2016-10-28,M'gladbach,Ein Frankfurt,0,0,2,0,0,2,1.88,3.64,4.7
3,2016-10-29,Augsburg,Bayern Munich,1,3,3,0,2,3,16.12,6.65,1.24
3,2016-10-29,Darmstadt,RB Leipzig,0,2,3,0,0,2,5.89,04.01,1.67
3,2016-10-29,Dortmund,Schalke 04,0,0,2,0,0,2,1.59,4.46,06.04
3,2016-10-29,Mainz,Ingolstadt,2,0,1,0,0,2,2.13,3.45,3.84
3,2016-10-29,Werder Bremen,Freiburg,1,3,3,0,2,3,2.35,3.58,3.16
3,2016-10-29,Wolfsburg,Leverkusen,1,2,3,1,0,1,2.87,3.57,2.56
3,2016-10-30,FC Koln,Hamburg,3,0,1,0,0,2,1.62,4.19,6.12
3,2016-10-30,Hoffenheim,Hertha,1,0,1,1,0,1,2.29,3.6,3.28
3,2016-11-04,Hertha,M'gladbach,3,0,1,2,0,1,2.54,3.33,03.06
3,2016-11-05,Bayern Munich,Hoffenheim,1,1,2,1,1,2,1.21,08.08,13.85
3,2016-11-05,Ein Frankfurt,FC Koln,1,0,1,1,0,1,2.7,3.2,2.96
3,2016-11-05,Freiburg,Wolfsburg,0,3,3,0,1,3,2.69,3.37,2.84
3,2016-11-05,Hamburg,Dortmund,2,5,3,0,3,3,7.3,4.82,1.48
3,2016-11-05,Ingolstadt,Augsburg,0,2,3,0,0,2,2.14,3.45,3.81
3,2016-11-05,Leverkusen,Darmstadt,3,2,1,1,0,1,1.28,6.28,12.44
3,2016-11-06,RB Leipzig,Mainz,3,1,1,3,0,1,1.61,4.24,6.21
3,2016-11-06,Schalke 04,Werder Bremen,3,1,1,2,1,1,1.61,4.41,5.88
3,2016-11-18,Leverkusen,RB Leipzig,2,3,3,2,1,1,2.41,3.43,3.19
3,2016-11-19,Augsburg,Hertha,0,0,2,0,0,2,2.76,3.16,2.93
3,2016-11-19,Darmstadt,Ingolstadt,0,1,3,0,0,2,03.08,3.27,2.57
3,2016-11-19,Dortmund,Bayern Munich,1,0,1,1,0,1,3.5,3.65,2.17
3,2016-11-19,Mainz,Freiburg,4,2,1,2,0,1,2.15,3.55,3.66
3,2016-11-19,M'gladbach,FC Koln,1,2,3,1,0,1,2.23,3.38,3.61
3,2016-11-19,Wolfsburg,Schalke 04,0,1,3,0,0,2,2.55,3.44,2.96
3,2016-11-20,Hoffenheim,Hamburg,2,2,2,1,1,2,1.61,4.34,5.92
3,2016-11-20,Werder Bremen,Ein Frankfurt,1,2,3,1,0,1,2.87,3.5,2.6
3,2016-11-25,Freiburg,RB Leipzig,1,4,3,1,3,3,04.05,3.69,1.99
3,2016-11-26,Bayern Munich,Leverkusen,2,1,1,1,1,2,1.32,5.85,10.9
3,2016-11-26,Ein Frankfurt,Dortmund,2,1,1,0,0,2,5.11,4.15,1.71
3,2016-11-26,FC Koln,Augsburg,0,0,2,0,0,2,1.79,3.63,5.4
3,2016-11-26,Hamburg,Werder Bremen,2,2,2,2,2,2,2.46,3.54,03.02
3,2016-11-26,Ingolstadt,Wolfsburg,1,1,2,1,0,1,2.97,3.31,2.63
3,2016-11-26,M'gladbach,Hoffenheim,1,1,2,1,0,1,02.03,3.76,3.81
3,2016-11-27,Hertha,Mainz,2,1,1,1,1,2,02.02,3.5,4.18
3,2016-11-27,Schalke 04,Darmstadt,3,1,1,1,1,2,1.37,05.07,10.52
3,2016-12-02,Mainz,Bayern Munich,1,3,3,1,2,3,12.14,6.34,1.28
3,2016-12-03,Dortmund,M'gladbach,4,1,1,2,1,1,1.53,4.7,6.43
3,2016-12-03,Hoffenheim,FC Koln,4,0,1,2,0,1,2.15,3.61,3.61
3,2016-12-03,Leverkusen,Freiburg,1,1,2,0,1,3,1.52,4.74,6.69
3,2016-12-03,RB Leipzig,Schalke 04,2,1,1,1,1,2,02.06,3.53,3.99
3,2016-12-03,Werder Bremen,Ingolstadt,2,1,1,1,0,1,2.45,3.49,03.08
3,2016-12-03,Wolfsburg,Hertha,2,3,3,2,1,1,2.15,3.41,3.81
3,2016-12-04,Augsburg,Ein Frankfurt,1,1,2,1,1,2,2.87,03.09,2.87
3,2016-12-04,Darmstadt,Hamburg,0,2,3,0,1,3,2.78,3.29,2.8
3,2016-12-09,Ein Frankfurt,Hoffenheim,0,0,2,0,0,2,2.54,3.45,2.98
3,2016-12-10,Bayern Munich,Wolfsburg,5,0,1,2,0,1,1.16,9.2,21.65
3,2016-12-10,FC Koln,Dortmund,1,1,2,1,0,1,5.51,4.39,1.64
3,2016-12-10,Freiburg,Darmstadt,1,0,1,0,0,2,1.69,3.91,5.78
3,2016-12-10,Hamburg,Augsburg,1,0,1,0,0,2,2.38,3.31,3.35
3,2016-12-10,Hertha,Werder Bremen,0,1,3,0,1,3,1.77,3.96,4.94
3,2016-12-10,Ingolstadt,RB Leipzig,1,0,1,1,0,1,4.85,3.72,1.83
3,2016-12-11,M'gladbach,Mainz,1,0,1,0,0,2,1.74,4,5.16
3,2016-12-11,Schalke 04,Leverkusen,0,1,3,0,0,2,2.36,3.46,3.25
3,2016-12-16,Hoffenheim,Dortmund,2,2,2,2,1,1,3.8,04.05,1.96
3,2016-12-17,Augsburg,M'gladbach,1,0,1,0,0,2,03.09,3.33,2.53
3,2016-12-17,Mainz,Hamburg,3,1,1,1,1,2,1.96,3.73,4.16
3,2016-12-17,RB Leipzig,Hertha,2,0,1,1,0,1,1.62,04.09,6.31
3,2016-12-17,Schalke 04,Freiburg,1,1,2,0,0,2,1.71,04.04,5.3
3,2016-12-17,Werder Bremen,FC Koln,1,1,2,1,1,2,2.74,3.43,2.75
3,2016-12-17,Wolfsburg,Ein Frankfurt,1,0,1,1,0,1,2.59,3.31,03.01
3,2016-12-18,Darmstadt,Bayern Munich,0,1,3,0,0,2,28.01,10.32,1.13
3,2016-12-18,Leverkusen,Ingolstadt,1,2,3,0,1,3,1.59,4.25,06.01
3,2016-12-20,Dortmund,Augsburg,1,1,2,0,1,3,1.33,5.64,11.17
3,2016-12-20,Ein Frankfurt,Mainz,3,0,1,1,0,1,2.14,3.35,3.92
3,2016-12-20,Hamburg,Schalke 04,2,1,1,0,0,2,3.34,3.35,2.37
3,2016-12-20,M'gladbach,Wolfsburg,1,2,3,0,1,3,02.02,3.6,04.08
3,2016-12-21,Bayern Munich,RB Leipzig,3,0,1,3,0,1,1.41,5.12,8.74
3,2016-12-21,FC Koln,Leverkusen,1,1,2,1,1,2,2.93,3.4,2.6
3,2016-12-21,Hertha,Darmstadt,2,0,1,0,0,2,1.63,3.93,6.65
3,2016-12-21,Hoffenheim,Werder Bremen,1,1,2,1,0,1,1.71,4.12,5.19
3,2016-12-21,Ingolstadt,Freiburg,1,2,3,0,2,3,2.16,3.45,3.75
3,2017-01-20,Freiburg,Bayern Munich,1,2,3,1,1,2,14.1,6.73,1.25
3,2017-01-21,Augsburg,Hoffenheim,0,2,3,0,0,2,2.93,3.33,2.65
3,2017-01-21,Darmstadt,M'gladbach,0,0,2,0,0,2,4.27,3.59,1.97
3,2017-01-21,RB Leipzig,Ein Frankfurt,3,0,1,2,0,1,1.68,3.86,06.02
3,2017-01-21,Schalke 04,Ingolstadt,1,0,1,0,0,2,1.81,3.66,5.16
3,2017-01-21,Werder Bremen,Dortmund,1,2,3,0,1,3,5.7,4.72,1.58
3,2017-01-21,Wolfsburg,Hamburg,1,0,1,0,0,2,1.88,3.66,4.63
3,2017-01-22,Leverkusen,Hertha,3,1,1,2,1,1,1.71,3.75,5.86
3,2017-01-22,Mainz,FC Koln,0,0,2,0,0,2,2.54,3.39,03.02
3,2017-01-27,Schalke 04,Ein Frankfurt,0,1,3,0,1,3,1.71,3.73,5.91
3,2017-01-28,Darmstadt,FC Koln,1,6,3,0,3,3,3.89,3.33,2.16
3,2017-01-28,Ingolstadt,Hamburg,3,1,1,2,0,1,2.19,3.37,3.75
3,2017-01-28,Leverkusen,M'gladbach,2,3,3,2,0,1,1.88,3.72,4.56
3,2017-01-28,RB Leipzig,Hoffenheim,2,1,1,1,1,2,1.74,3.92,5.3
3,2017-01-28,Werder Bremen,Bayern Munich,1,2,3,0,2,3,16.73,7.67,1.2
3,2017-01-28,Wolfsburg,Augsburg,1,2,3,1,1,2,1.95,3.52,4.45
3,2017-01-29,Freiburg,Hertha,2,1,1,1,0,1,2.49,3.29,3.19
3,2017-01-29,Mainz,Dortmund,1,1,2,0,1,3,5.46,4.35,1.65
3,2017-02-03,Hamburg,Leverkusen,1,0,1,0,0,2,3.3,3.49,2.32
3,2017-02-04,Bayern Munich,Schalke 04,1,1,2,1,1,2,1.23,6.93,15.52
3,2017-02-04,Dortmund,RB Leipzig,1,0,1,1,0,1,1.69,4.16,5.26
3,2017-02-04,FC Koln,Wolfsburg,1,0,1,0,0,2,2.11,3.53,3.82
3,2017-02-04,Hertha,Ingolstadt,1,0,1,1,0,1,2.11,3.28,4.14
3,2017-02-04,Hoffenheim,Mainz,4,0,1,1,0,1,1.88,3.86,4.33
3,2017-02-04,M'gladbach,Freiburg,3,0,1,0,0,2,1.79,3.89,4.86
3,2017-02-05,Augsburg,Werder Bremen,3,2,1,1,1,2,2.2,3.49,3.58
3,2017-02-05,Ein Frankfurt,Darmstadt,2,0,1,0,0,2,1.62,4,6.59
3,2017-02-10,Mainz,Augsburg,2,0,1,1,0,1,2.1,3.31,4.16
3,2017-02-11,Darmstadt,Dortmund,2,1,1,1,1,2,8.85,5.12,1.4
3,2017-02-11,Ingolstadt,Bayern Munich,0,2,3,0,0,2,10.29,5.27,1.36
3,2017-02-11,Leverkusen,Ein Frankfurt,3,0,1,1,0,1,1.88,3.64,4.65
3,2017-02-11,RB Leipzig,Hamburg,0,3,3,0,2,3,1.49,4.52,7.74
3,2017-02-11,Schalke 04,Hertha,2,0,1,1,0,1,1.85,3.57,05.03
3,2017-02-11,Werder Bremen,M'gladbach,0,1,3,0,1,3,2.95,3.64,2.46
3,2017-02-12,Freiburg,FC Koln,2,1,1,1,1,2,2.7,3.27,2.9
3,2017-02-12,Wolfsburg,Hoffenheim,2,1,1,0,1,3,2.57,3.5,2.9
3,2017-02-17,Augsburg,Leverkusen,1,3,3,0,2,3,3.44,3.33,2.33
3,2017-02-18,Dortmund,Wolfsburg,3,0,1,1,0,1,1.47,4.65,08.07
3,2017-02-18,Ein Frankfurt,Ingolstadt,0,2,3,0,1,3,2.19,3.17,04.04
3,2017-02-18,Hamburg,Freiburg,2,2,2,1,1,2,02.06,3.5,3.99
3,2017-02-18,Hertha,Bayern Munich,1,1,2,1,0,1,10.15,4.8,1.4
3,2017-02-18,Hoffenheim,Darmstadt,2,0,1,0,0,2,1.47,4.84,7.41
3,2017-02-18,Mainz,Werder Bremen,0,2,3,0,2,3,1.99,3.72,04.02
3,2017-02-19,FC Koln,Schalke 04,1,1,2,1,1,2,2.62,3.28,3
3,2017-02-19,M'gladbach,RB Leipzig,1,2,3,0,1,3,2.69,3.28,2.91
3,2017-02-24,Wolfsburg,Werder Bremen,1,2,3,1,2,3,1.94,3.8,4.14
3,2017-02-25,Bayern Munich,Hamburg,8,0,1,3,0,1,1.17,8.52,21.03
3,2017-02-25,Darmstadt,Augsburg,1,2,3,0,0,2,2.98,3.18,2.7
3,2017-02-25,Freiburg,Dortmund,0,3,3,0,1,3,5.6,4.54,1.61
3,2017-02-25,Hertha,Ein Frankfurt,2,0,1,0,0,2,2.12,3.25,4.16
3,2017-02-25,Leverkusen,Mainz,0,2,3,0,2,3,1.74,3.97,5.16
3,2017-02-25,RB Leipzig,FC Koln,3,1,1,2,0,1,1.7,3.83,5.85
3,2017-02-26,Ingolstadt,M'gladbach,0,2,3,0,0,2,2.77,3.19,2.89
3,2017-02-26,Schalke 04,Hoffenheim,1,1,2,1,0,1,02.07,3.63,3.82
3,2017-03-03,Augsburg,RB Leipzig,2,2,2,1,1,2,4.34,3.6,1.95
3,2017-03-04,Dortmund,Leverkusen,6,2,1,2,0,1,1.5,4.74,6.95
3,2017-03-04,FC Koln,Bayern Munich,0,3,3,0,1,3,8.57,4.78,1.44
3,2017-03-04,Hoffenheim,Ingolstadt,5,2,1,1,1,2,1.76,3.75,5.35
3,2017-03-04,Mainz,Wolfsburg,1,1,2,1,1,2,2.29,3.45,3.4
3,2017-03-04,M'gladbach,Schalke 04,4,2,1,1,1,2,2.36,3.33,3.39
3,2017-03-04,Werder Bremen,Darmstadt,2,0,1,0,0,2,1.71,4,5.34
3,2017-03-05,Ein Frankfurt,Freiburg,1,2,3,1,1,2,2.14,3.4,3.85
3,2017-03-05,Hamburg,Hertha,1,0,1,0,0,2,2.56,3.16,3.19
3,2017-03-10,Leverkusen,Werder Bremen,1,1,2,1,0,1,1.54,4.56,6.62
3,2017-03-11,Bayern Munich,Ein Frankfurt,3,0,1,2,0,1,1.13,10.15,27.15
3,2017-03-11,Darmstadt,Mainz,2,1,1,2,1,1,3.63,3.44,2.2
3,2017-03-11,Freiburg,Hoffenheim,1,1,2,0,0,2,3.15,3.63,2.34
3,2017-03-11,Hertha,Dortmund,2,1,1,1,0,1,5.54,3.91,1.71
3,2017-03-11,Ingolstadt,FC Koln,2,2,2,1,1,2,2.56,3.16,3.19
3,2017-03-11,RB Leipzig,Wolfsburg,0,1,3,0,1,3,1.62,4.18,06.07
3,2017-03-12,Hamburg,M'gladbach,2,1,1,1,1,2,2.92,3.3,2.67
3,2017-03-12,Schalke 04,Augsburg,3,0,1,3,0,1,1.76,3.7,5.48
3,2017-03-17,Dortmund,Ingolstadt,1,0,1,1,0,1,1.3,5.9,12.36
3,2017-03-18,Augsburg,Freiburg,1,1,2,1,1,2,2.4,3.34,3.29
3,2017-03-18,Ein Frankfurt,Hamburg,0,0,2,0,0,2,2.26,3.34,3.59
3,2017-03-18,FC Koln,Hertha,4,2,1,3,0,1,2.42,3.2,3.39
3,2017-03-18,Hoffenheim,Leverkusen,1,0,1,0,0,2,2.2,3.73,3.4
3,2017-03-18,Werder Bremen,RB Leipzig,3,0,1,1,0,1,3.8,3.69,02.06
3,2017-03-18,Wolfsburg,Darmstadt,1,0,1,1,0,1,1.53,4.39,7.25
3,2017-03-19,Mainz,Schalke 04,0,1,3,0,0,2,2.78,3.34,2.77
3,2017-03-19,M'gladbach,Bayern Munich,0,1,3,0,0,2,7.95,4.95,1.44
3,2017-03-31,Hertha,Hoffenheim,1,3,3,1,1,2,03.02,3.28,2.6
3,2017-04-01,Bayern Munich,Augsburg,6,0,1,2,0,1,1.12,11.11,28.07
3,2017-04-01,Ein Frankfurt,M'gladbach,0,0,2,0,0,2,2.61,3.25,03.03
3,2017-04-01,Freiburg,Werder Bremen,2,5,3,0,2,3,2.27,3.52,3.39
3,2017-04-01,Hamburg,FC Koln,2,1,1,1,1,2,2.4,3.25,3.37
3,2017-04-01,RB Leipzig,Darmstadt,4,0,1,1,0,1,1.37,5.15,10.39
3,2017-04-01,Schalke 04,Dortmund,1,1,2,0,0,2,3.85,3.85,2
3,2017-04-02,Ingolstadt,Mainz,2,1,1,1,0,1,2.23,3.34,3.67
3,2017-04-02,Leverkusen,Wolfsburg,3,3,2,1,0,1,1.85,3.8,4.63
3,2017-04-04,Dortmund,Hamburg,3,0,1,1,0,1,1.3,6.18,11.49
3,2017-04-04,FC Koln,Ein Frankfurt,1,0,1,0,0,2,2.42,3.26,3.33
3,2017-04-04,Hoffenheim,Bayern Munich,1,0,1,1,0,1,6.49,4.59,1.54
3,2017-04-04,Werder Bremen,Schalke 04,3,0,1,1,0,1,3.1,3.53,2.41
3,2017-04-05,Augsburg,Ingolstadt,2,3,3,0,2,3,2.79,3.15,2.91
3,2017-04-05,Darmstadt,Leverkusen,0,2,3,0,1,3,05.04,4.11,1.73
3,2017-04-05,Mainz,RB Leipzig,2,3,3,0,0,2,3.5,3.45,2.25
3,2017-04-05,M'gladbach,Hertha,1,0,1,1,0,1,1.82,3.61,5.19
3,2017-04-05,Wolfsburg,Freiburg,0,1,3,0,0,2,1.75,3.87,5.27
3,2017-04-07,Ein Frankfurt,Werder Bremen,2,2,2,0,2,3,02.07,3.62,3.83
3,2017-04-08,Bayern Munich,Dortmund,4,1,1,2,1,1,1.63,4.32,5.71
3,2017-04-08,FC Koln,M'gladbach,2,3,3,1,1,2,2.69,3.2,2.98
3,2017-04-08,Freiburg,Mainz,1,0,1,0,0,2,2.48,3.42,03.08
3,2017-04-08,Hamburg,Hoffenheim,2,1,1,1,1,2,3.44,3.59,2.22
3,2017-04-08,RB Leipzig,Leverkusen,1,0,1,0,0,2,1.97,3.74,04.07
3,2017-04-08,Schalke 04,Wolfsburg,4,1,1,2,0,1,2.1,3.58,3.78
3,2017-04-09,Hertha,Augsburg,2,0,1,2,0,1,1.83,3.53,5.22
3,2017-04-09,Ingolstadt,Darmstadt,3,2,1,1,2,3,1.56,4.16,7.3
3,2017-04-15,Augsburg,FC Koln,2,1,1,2,0,1,2.92,3.23,2.72
3,2017-04-15,Dortmund,Ein Frankfurt,3,1,1,2,1,1,1.47,4.78,7.81
3,2017-04-15,Hoffenheim,M'gladbach,5,3,1,2,2,2,02.01,3.78,3.93
3,2017-04-15,Leverkusen,Bayern Munich,0,0,2,0,0,2,5.16,4.31,1.68
3,2017-04-15,Mainz,Hertha,1,0,1,1,0,1,2.27,3.27,3.65
3,2017-04-15,RB Leipzig,Freiburg,4,0,1,2,0,1,1.46,4.73,8.22
3,2017-04-15,Wolfsburg,Ingolstadt,3,0,1,1,0,1,02.08,3.51,3.94
3,2017-04-16,Darmstadt,Schalke 04,2,1,1,1,0,1,5.64,04.07,1.68
3,2017-04-16,Werder Bremen,Hamburg,2,1,1,1,1,2,2.28,3.61,3.28
3,2017-04-21,FC Koln,Hoffenheim,1,1,2,0,0,2,03.02,3.6,2.43
3,2017-04-22,Bayern Munich,Mainz,2,2,2,1,2,3,1.2,7.72,17.53
3,2017-04-22,Ein Frankfurt,Augsburg,3,1,1,0,1,3,1.76,3.75,5.41
3,2017-04-22,Hamburg,Darmstadt,1,2,3,0,0,2,1.45,4.9,8
3,2017-04-22,Hertha,Wolfsburg,1,0,1,0,0,2,2.55,3.39,3
3,2017-04-22,Ingolstadt,Werder Bremen,2,4,3,1,1,2,2.29,3.66,3.22
3,2017-04-22,M'gladbach,Dortmund,2,3,3,1,1,2,3.59,3.94,02.05
3,2017-04-23,Freiburg,Leverkusen,2,1,1,1,0,1,3.63,3.65,2.12
3,2017-04-23,Schalke 04,RB Leipzig,1,1,2,0,1,3,03.09,3.55,2.41
3,2017-04-28,Leverkusen,Schalke 04,1,4,3,0,3,3,2.13,3.57,3.63
3,2017-04-29,Darmstadt,Freiburg,3,0,1,2,0,1,3.36,3.48,2.3
3,2017-04-29,Dortmund,FC Koln,0,0,2,0,0,2,1.29,6.43,11.03
3,2017-04-29,Mainz,M'gladbach,1,2,3,0,1,3,2.19,3.62,3.48
3,2017-04-29,RB Leipzig,Ingolstadt,0,0,2,0,0,2,1.48,4.69,7.66
3,2017-04-29,Werder Bremen,Hertha,2,0,1,2,0,1,1.98,3.66,4.14
3,2017-04-29,Wolfsburg,Bayern Munich,0,6,3,0,3,3,8.78,05.01,1.41
3,2017-04-30,Augsburg,Hamburg,4,0,1,2,0,1,2.58,3.35,2.95
3,2017-04-30,Hoffenheim,Ein Frankfurt,1,0,1,0,0,2,1.56,4.46,6.43
3,2017-05-05,FC Koln,Werder Bremen,4,3,1,3,2,1,2.6,3.65,2.77
3,2017-05-06,Bayern Munich,Darmstadt,1,0,1,1,0,1,01.08,13,48.75
3,2017-05-06,Dortmund,Hoffenheim,2,1,1,1,0,1,1.47,5.11,6.88
3,2017-05-06,Ein Frankfurt,Wolfsburg,0,2,3,0,0,2,2.67,3.48,2.79
3,2017-05-06,Hertha,RB Leipzig,1,4,3,0,1,3,3.66,3.48,2.18
3,2017-05-06,Ingolstadt,Leverkusen,1,1,2,0,0,2,2.46,3.61,2.98
3,2017-05-06,M'gladbach,Augsburg,1,1,2,0,0,2,1.76,04.03,4.87
3,2017-05-07,Freiburg,Schalke 04,2,0,1,2,0,1,3.55,3.71,2.14
3,2017-05-07,Hamburg,Mainz,0,0,2,0,0,2,2.44,3.55,03.04
3,2017-05-13,Augsburg,Dortmund,1,1,2,1,1,2,6.22,4.86,1.53
3,2017-05-13,Darmstadt,Hertha,0,2,3,0,2,3,3.62,3.55,2.16
3,2017-05-13,Freiburg,Ingolstadt,1,1,2,1,1,2,2.37,3.68,03.06
3,2017-05-13,Leverkusen,FC Koln,2,2,2,0,1,3,2.19,3.71,3.4
3,2017-05-13,Mainz,Ein Frankfurt,4,2,1,0,1,3,1.75,3.91,5.22
3,2017-05-13,RB Leipzig,Bayern Munich,4,5,3,2,1,1,3.81,3.92,1.99
3,2017-05-13,Schalke 04,Hamburg,1,1,2,1,0,1,02.03,3.82,3.76
3,2017-05-13,Werder Bremen,Hoffenheim,3,5,3,0,3,3,2.63,3.89,2.61
3,2017-05-13,Wolfsburg,M'gladbach,1,1,2,0,1,3,02.02,3.9,3.74
3,2017-05-20,Bayern Munich,Freiburg,4,1,1,1,0,1,1.2,8.7,14.3
3,2017-05-20,Dortmund,Werder Bremen,4,3,1,2,1,1,1.23,8.38,11.81
3,2017-05-20,Ein Frankfurt,RB Leipzig,2,2,2,0,1,3,3.86,3.93,1.97
3,2017-05-20,FC Koln,Mainz,2,0,1,1,0,1,1.66,4.24,5.47
3,2017-05-20,Hamburg,Wolfsburg,2,1,1,1,1,2,2.72,3.5,2.72
3,2017-05-20,Hertha,Leverkusen,2,6,3,0,3,3,02.02,3.66,3.96
3,2017-05-20,Hoffenheim,Augsburg,0,0,2,0,0,2,1.39,5.68,08.06
3,2017-05-20,Ingolstadt,Schalke 04,1,1,2,1,1,2,2.68,3.77,2.62
3,2017-05-20,M'gladbach,Darmstadt,2,2,2,0,0,2,1.35,5.86,09.02
4,2017-08-04,Monaco,Toulouse,3,2,1,1,1,2,1.32,5.72,11.12
4,2017-08-05,Lyon,Strasbourg,4,0,1,1,0,1,1.4,5.19,8.99
4,2017-08-05,Metz,Guingamp,1,3,3,1,1,2,2.95,3.2,2.71
4,2017-08-05,Montpellier,Caen,1,0,1,0,0,2,1.88,3.54,4.74
4,2017-08-05,Paris SG,Amiens,2,0,1,1,0,1,1.13,10.7,26
4,2017-08-05,St Etienne,Nice,1,0,1,1,0,1,2.28,3.17,3.69
4,2017-08-05,Troyes,Rennes,1,1,2,0,0,2,2.8,3.16,2.9
4,2017-08-06,Angers,Bordeaux,2,2,2,1,1,2,2.63,03.06,3.14
4,2017-08-06,Lille,Nantes,3,0,1,0,0,2,02.09,3.29,4.2
4,2017-08-06,Marseille,Dijon,3,0,1,0,0,2,1.4,5.19,8.88
4,2017-08-11,Nice,Troyes,1,2,3,0,0,2,1.53,4.5,6.95
4,2017-08-11,Rennes,Lyon,1,2,3,0,0,2,3.69,3.68,02.09
4,2017-08-12,Amiens,Angers,0,2,3,0,1,3,03.04,3.12,2.66
4,2017-08-12,Bordeaux,Metz,2,0,1,1,0,1,1.46,4.6,8.15
4,2017-08-12,Caen,St Etienne,0,1,3,0,0,2,03.08,03.08,2.66
4,2017-08-12,Nantes,Marseille,0,1,3,0,0,2,3.46,3.43,2.25
4,2017-08-12,Toulouse,Montpellier,1,0,1,1,0,1,2.28,3.13,3.74
4,2017-08-13,Dijon,Monaco,1,4,3,1,3,3,6.62,4.4,1.55
4,2017-08-13,Guingamp,Paris SG,0,3,3,0,0,2,12.75,6,1.28
4,2017-08-13,Strasbourg,Lille,3,0,1,0,0,2,3.65,3.44,2.17
4,2017-08-18,Metz,Monaco,0,1,3,0,0,2,10.3,5.93,1.33
4,2017-08-19,Lyon,Bordeaux,3,3,2,2,1,1,1.67,4.25,5.27
4,2017-08-19,Montpellier,Strasbourg,1,1,2,0,1,3,1.86,3.74,4.51
4,2017-08-19,Nice,Guingamp,2,0,1,1,0,1,02.07,3.22,4.3
4,2017-08-19,Rennes,Dijon,2,2,2,1,0,1,1.61,04.04,6.41
4,2017-08-19,St Etienne,Amiens,3,0,1,2,0,1,1.57,04.01,7.16
4,2017-08-19,Troyes,Nantes,0,1,3,0,0,2,2.6,3.23,03.02
4,2017-08-20,Lille,Caen,0,2,3,0,1,3,1.66,4,5.79
4,2017-08-20,Marseille,Angers,1,1,2,1,0,1,1.62,04.07,6.21
4,2017-08-20,Paris SG,Toulouse,6,2,1,2,1,1,1.1,12.65,27.99
4,2017-08-25,Paris SG,St Etienne,3,0,1,1,0,1,1.11,12,28
